Skin Type Compatibility,Ingredients,Ease of Use,Scent,Effectiveness
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging, Eczema",Unknown,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",retinol,Easy,Light,Effective
"Oily, Dry, Normal, Sensitive, Acne, Aging",Unknown,Easy,Light,Effective
"Dry, Sensitive",retinol,Difficult,Light,Effective
"Dry, Normal, Aging",shea butter,Easy,Light,Effective
"Dry, Normal, Aging, Eczema",Unknown,Easy,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne",vitamin c,Easy,Light,Ineffective
"Oily, Dry, Normal, Sensitive, Acne",Unknown,Easy,Light,Effective
"Dry, Sensitive, Aging, Eczema",Unknown,Easy,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne",vitamin c,Easy,Strong,Effective
"Oily, Dry, Sensitive, Acne, Aging, Eczema",Unknown,Easy,Light,Effective
"Oily, Dry, Combination, Sensitive, Aging",Unknown,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",Hyaluronic Acid,Easy,Light,Effective
"Dry, Sensitive, Acne",Unknown,Easy,Light,Ineffective
"Oily, Dry, Combination, Sensitive, Aging, Eczema",retinol,Easy,Strong,Effective
"Dry, Normal, Sensitive, Acne, Aging",Unknown,Easy,Light,Effective
"Dry, Sensitive",vitamin c,Easy,Light,Effective
"Oily, Dry, Normal, Sensitive, Acne, Aging",Unknown,Easy,Light,Effective
"Oily, Dry, Normal, Sensitive, Acne, Aging",Unknown,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",Unknown,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",retinol,Difficult,Strong,Effective
"Dry, Normal, Sensitive, Aging",Retinol,Easy,Light,Effective
"Dry, Sensitive, Aging",Unknown,Easy,Strong,Effective
Unknown,Unknown,Difficult,Light,Ineffective
"Dry, Combination, Sensitive, Acne, Eczema",Unknown,Easy,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",Unknown,Easy,Strong,Effective
"Oily, Dry, Combination, Sensitive, Acne, Aging",hyaluronic acid,Easy,Light,Effective
Unknown,Unknown,Difficult,Light,Ineffective
"Oily, Dry, Combination, Sensitive, Acne, Aging",Unknown,Easy,Strong,Effective
"Oily, Dry, Sensitive, Acne, Aging",Unknown,Easy,Strong,Effective
Unknown,Unknown,Difficult,Light,Ineffective
"Dry, Sensitive, Acne, Eczema",Unknown,Easy,Strong,Effective
"Oily, Dry, Normal, Sensitive, Acne, Aging",retinol,Difficult,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging, Eczema",Unknown,Difficult,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",Unknown,Difficult,Strong,Effective
"Oily, Dry, Normal, Sensitive, Acne, Eczema",Vitamin C,Easy,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",vitamin C,Easy,Strong,Effective
"Oily, Dry, Normal, Sensitive, Acne, Aging",Vitamin C,Difficult,Light,Effective
"Dry, Normal, Acne",Unknown,Easy,Strong,Effective
"Dry, Normal, Aging",Hyaluronic Acid,Easy,Light,Effective
"Oily, Dry, Combination, Sensitive, Acne, Aging",Unknown,Difficult,Light,Ineffective
Dry,Unknown,Easy,Light,Effective
"Oily, Dry, Normal, Sensitive, Aging, Eczema",Unknown,Easy,Strong,Effective
"Dry, Sensitive, Acne, Aging",Unknown,Easy,Light,Effective
"Dry, Normal, Aging",Unknown,Easy,Light,Ineffective
"Dry, Combination, Normal, Sensitive, Acne, Aging",Unknown,Easy,Strong,Effective
"Normal, Sensitive, Acne, Aging",Unknown,Easy,Strong,Effective
"Oily, Dry, Combination, Sensitive, Acne",Unknown,Difficult,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",Unknown,Easy,Light,Effective
"Dry, Normal, Sensitive",Unknown,Easy,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne",Unknown,Easy,Light,Effective
"Oily, Dry, Normal, Sensitive, Aging",Unknown,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",Unknown,Easy,Strong,Effective
"Oily, Dry, Combination, Sensitive",vitamin C,Easy,Light,Effective
"Dry, Combination, Normal, Aging",Unknown,Difficult,Strong,Effective
"Oily, Dry, Combination, Sensitive, Acne, Aging",Unknown,Easy,Light,Effective
"Oily, Dry, Combination, Sensitive, Acne, Aging",hyaluronic acid,Easy,Light,Effective
"Oily, Dry, Sensitive, Acne, Aging",Unknown,Easy,Light,Effective
"Oily, Dry, Normal, Sensitive, Acne, Aging",vitamin c,Easy,Strong,Effective
"Dry, Sensitive, Aging",Unknown,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",Unknown,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Acne",retinol,Easy,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",vitamin C,Easy,Strong,Effective
"Oily, Dry, Combination, Sensitive, Aging",Unknown,Easy,Light,Effective
"Oily, Dry, Combination, Sensitive, Acne, Aging, Eczema",hyaluronic acid,Easy,Strong,Effective
"Oily, Dry, Normal, Sensitive, Acne, Eczema",Hyaluronic Acid,Easy,Light,Effective
"Dry, Normal",Unknown,Easy,Strong,Effective
Aging,Unknown,Difficult,Light,Ineffective
"Oily, Dry, Sensitive, Aging, Eczema",Unknown,Easy,Light,Effective
"Dry, Normal, Sensitive, Acne, Eczema",Unknown,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",Unknown,Easy,Strong,Ineffective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging, Eczema",retinol,Easy,Strong,Effective
"Dry, Sensitive, Aging",Unknown,Easy,Strong,Effective
"Oily, Dry, Normal, Sensitive, Acne, Aging",Unknown,Difficult,Light,Effective
"Oily, Dry, Normal, Acne",retinol,Easy,Light,Effective
"Dry, Combination, Sensitive, Acne, Eczema",Unknown,Easy,Light,Effective
"Combination, Normal",Unknown,Easy,Strong,Effective
"Oily, Dry, Sensitive, Acne, Aging",Vitamin C,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne",vitamin c,Easy,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",vitamin c,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne",retinol,Easy,Strong,Effective
Unknown,Unknown,Difficult,Light,Ineffective
Unknown,Unknown,Difficult,Light,Ineffective
Unknown,Unknown,Difficult,Light,Ineffective
"Oily, Dry, Combination, Normal, Sensitive, Aging, Eczema",retinol,Easy,Strong,Effective
"Dry, Sensitive",Unknown,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",Unknown,Easy,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne",Unknown,Difficult,Strong,Effective
Aging,Unknown,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne",Unknown,Easy,Strong,Effective
"Oily, Dry, Combination, Sensitive, Acne, Aging, Eczema",hyaluronic acid,Difficult,Light,Effective
"Oily, Dry, Combination, Sensitive, Aging",retinol,Easy,Light,Effective
"Oily, Dry, Normal, Sensitive, Acne",Unknown,Easy,Light,Effective
Combination,Unknown,Easy,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",retinol,Difficult,Strong,Effective
"Oily, Dry, Sensitive, Acne, Aging",retinol,Easy,Strong,Effective
"Oily, Dry, Normal, Sensitive, Acne, Aging, Eczema",Unknown,Easy,Strong,Effective
"Dry, Sensitive, Acne, Aging",Unknown,Easy,Strong,Effective
Unknown,Unknown,Difficult,Light,Ineffective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Eczema",retinol,Easy,Strong,Effective
"Dry, Combination, Normal, Sensitive, Acne, Aging",retinol,Easy,Strong,Effective
"Oily, Dry, Combination, Sensitive, Acne, Aging",Vitamin C,Easy,Strong,Effective
"Dry, Sensitive, Aging",Unknown,Easy,Light,Effective
"Oily, Combination, Normal, Sensitive, Acne",Unknown,Difficult,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Aging, Eczema",retinol,Easy,Light,Effective
"Oily, Dry, Combination, Sensitive, Acne, Aging, Eczema",retinol,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging, Eczema",Unknown,Difficult,Strong,Effective
"Dry, Normal, Sensitive, Acne, Aging",retinol,Difficult,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",Unknown,Easy,Strong,Effective
Unknown,Unknown,Difficult,Light,Ineffective
"Oily, Dry, Combination, Sensitive",Unknown,Easy,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne",vitamin c,Difficult,Strong,Effective
"Oily, Dry, Sensitive",Unknown,Easy,Strong,Effective
Unknown,Unknown,Difficult,Light,Ineffective
"Dry, Sensitive, Acne, Aging",Unknown,Difficult,Light,Ineffective
"Dry, Sensitive",Unknown,Difficult,Light,Ineffective
"Oily, Dry, Normal, Sensitive, Acne",retinol,Easy,Strong,Effective
"Oily, Dry, Normal, Sensitive, Acne",Unknown,Easy,Strong,Effective
"Combination, Normal, Aging",Unknown,Difficult,Light,Ineffective
"Dry, Sensitive, Aging",Unknown,Easy,Light,Effective
"Oily, Dry, Normal, Sensitive, Acne",Unknown,Easy,Light,Effective
"Oily, Dry, Normal, Sensitive, Acne, Aging, Eczema",retinol,Easy,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",retinol,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",Shea butter,Easy,Light,Effective
"Oily, Dry, Combination, Sensitive, Acne",Unknown,Easy,Light,Effective
"Oily, Combination, Sensitive, Acne, Aging",vitamin c,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",Vitamin C,Easy,Strong,Effective
Unknown,Unknown,Difficult,Light,Ineffective
"Oily, Dry, Combination, Sensitive, Acne, Aging, Eczema",Unknown,Difficult,Light,Effective
"Oily, Dry, Combination, Sensitive, Acne",Unknown,Easy,Strong,Effective
"Oily, Dry, Sensitive, Acne, Eczema",retinol,Easy,Light,Ineffective
"Dry, Normal, Sensitive, Acne",Unknown,Easy,Light,Effective
Unknown,Unknown,Difficult,Light,Ineffective
"Oily, Dry, Sensitive, Aging",hyaluronic acid,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",Vitamin C,Easy,Strong,Effective
"Oily, Dry, Sensitive, Aging, Eczema",Unknown,Easy,Strong,Effective
"Dry, Normal, Sensitive, Acne, Aging",Unknown,Easy,Light,Effective
"Oily, Dry, Aging",Unknown,Easy,Light,Effective
"Oily, Dry, Combination, Sensitive, Acne, Aging, Eczema",shea butter,Easy,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging, Eczema",hyaluronic acid,Easy,Strong,Effective
"Dry, Normal, Sensitive, Aging",Unknown,Easy,Light,Effective
"Oily, Dry, Combination, Sensitive, Acne",retinol,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne",Unknown,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging, Eczema",retinol,Difficult,Light,Effective
Unknown,Unknown,Difficult,Light,Ineffective
"Oily, Dry, Combination, Normal, Sensitive, Aging",retinol,Easy,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",retinol,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",Retinol,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",hyaluronic acid,Easy,Strong,Effective
"Oily, Dry, Normal, Sensitive, Acne, Aging, Eczema",retinol,Easy,Light,Effective
Unknown,retinol,Difficult,Light,Ineffective
"Oily, Dry, Combination, Sensitive, Acne, Aging",Unknown,Easy,Light,Effective
Unknown,Unknown,Difficult,Light,Ineffective
"Oily, Dry, Combination, Normal, Sensitive, Acne",retinol,Easy,Light,Effective
"Dry, Normal, Aging",Unknown,Easy,Light,Ineffective
"Oily, Dry, Combination, Sensitive, Acne, Aging",vitamin C,Easy,Strong,Effective
Unknown,Unknown,Difficult,Light,Ineffective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Eczema",vitamin c,Easy,Light,Effective
"Oily, Dry, Normal, Sensitive, Acne",Unknown,Difficult,Light,Effective
"Oily, Dry, Normal, Sensitive, Acne, Aging, Eczema",hyaluronic acid,Easy,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Eczema",Unknown,Easy,Strong,Effective
"Oily, Dry, Normal, Sensitive, Acne, Aging",vitamin c,Easy,Strong,Effective
Unknown,Unknown,Easy,Light,Ineffective
"Oily, Dry, Combination, Normal, Sensitive, Acne",Unknown,Easy,Strong,Ineffective
Unknown,Unknown,Difficult,Light,Ineffective
"Oily, Dry, Normal, Sensitive, Acne, Aging",hyaluronic acid,Difficult,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",retinol,Easy,Light,Effective
Unknown,Unknown,Difficult,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging, Eczema",Hyaluronic Acid,Easy,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne",HYALURONIC ACID,Easy,Light,Effective
"Oily, Dry, Combination, Sensitive, Acne, Aging",Unknown,Easy,Strong,Effective
"Acne, Aging",Unknown,Easy,Light,Effective
"Oily, Dry, Normal, Sensitive, Acne, Aging",retinol,Easy,Light,Effective
"Oily, Dry, Sensitive",Hyaluronic acid,Easy,Light,Effective
"Dry, Sensitive, Aging",Unknown,Easy,Light,Effective
"Dry, Sensitive, Acne, Aging",Unknown,Easy,Strong,Effective
"Oily, Dry, Combination, Sensitive, Acne, Aging",vitamin c,Easy,Strong,Effective
"Oily, Dry, Combination, Sensitive, Acne, Aging",vitamin c,Easy,Light,Ineffective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",Unknown,Easy,Strong,Effective
"Dry, Combination, Normal, Sensitive, Acne, Aging",retinol,Easy,Strong,Effective
"Oily, Dry, Combination, Sensitive, Acne",vitamin C,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",retinol,Easy,Light,Effective
"Dry, Combination, Normal, Aging",Unknown,Easy,Strong,Effective
"Dry, Sensitive",Unknown,Difficult,Strong,Effective
"Oily, Dry, Sensitive, Aging, Eczema",Hyaluronic Acid,Easy,Light,Ineffective
Unknown,Unknown,Difficult,Light,Ineffective
"Oily, Dry, Normal, Sensitive, Acne, Aging",Unknown,Easy,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",Unknown,Easy,Strong,Effective
"Oily, Dry, Normal, Sensitive, Aging",retinol,Easy,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne",retinol,Easy,Light,Effective
Unknown,Unknown,Difficult,Light,Ineffective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging, Eczema",retinol,Difficult,Light,Effective
Unknown,Unknown,Easy,Light,Ineffective
"Oily, Dry, Eczema",retinol,Easy,Light,Ineffective
Aging,Unknown,Difficult,Light,Ineffective
"Oily, Dry, Combination, Sensitive, Acne, Aging",vitamin C,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Aging",vitamin C,Easy,Strong,Effective
"Normal, Aging",Unknown,Easy,Light,Effective
"Dry, Normal",Unknown,Easy,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",Retinol,Easy,Strong,Effective
"Oily, Dry, Sensitive, Acne, Aging",Retinol,Easy,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Aging",Unknown,Difficult,Light,Ineffective
"Oily, Dry, Combination, Normal, Sensitive",Unknown,Easy,Light,Ineffective
"Dry, Normal, Sensitive, Eczema",Unknown,Easy,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Eczema",Unknown,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",Unknown,Easy,Light,Effective
"Dry, Aging",Unknown,Difficult,Light,Ineffective
"Oily, Dry, Combination, Normal, Sensitive, Acne",Unknown,Easy,Light,Effective
"Dry, Aging",hyaluronic acid,Easy,Light,Effective
"Oily, Dry, Normal, Sensitive, Acne",vitamin c,Easy,Strong,Effective
"Oily, Dry, Sensitive, Acne, Aging, Eczema",retinol,Easy,Strong,Effective
"Oily, Dry, Normal, Sensitive, Aging",vitamin c,Easy,Light,Effective
"Dry, Normal, Sensitive, Acne",retinol,Easy,Strong,Effective
"Oily, Dry, Normal, Sensitive, Acne, Aging",Unknown,Easy,Strong,Effective
"Oily, Dry, Normal, Sensitive, Acne",retinol,Easy,Light,Effective
"Dry, Sensitive, Aging, Eczema",Unknown,Easy,Light,Ineffective
Unknown,Unknown,Difficult,Light,Ineffective
"Oily, Dry, Combination, Normal, Sensitive, Acne",vitamin C,Easy,Strong,Effective
"Dry, Normal, Sensitive, Aging, Eczema",Unknown,Easy,Light,Effective
"Oily, Dry, Normal, Sensitive, Acne",Unknown,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",Retinol,Easy,Light,Effective
"Normal, Sensitive, Acne",Unknown,Easy,Strong,Effective
Unknown,Unknown,Difficult,Light,Ineffective
"Oily, Dry, Sensitive, Acne",Unknown,Difficult,Light,Effective
"Oily, Dry, Normal, Sensitive, Aging",Unknown,Easy,Light,Effective
"Dry, Aging",Unknown,Difficult,Light,Effective
"Oily, Dry, Combination, Sensitive, Acne, Aging",Retinol,Easy,Strong,Effective
"Oily, Dry, Combination, Sensitive, Aging, Eczema",Unknown,Easy,Strong,Effective
"Dry, Aging",Unknown,Easy,Light,Effective
"Oily, Dry, Normal, Sensitive, Acne, Aging",retinol,Difficult,Light,Effective
"Oily, Dry, Combination, Sensitive, Acne, Eczema",vitamin c,Difficult,Strong,Effective
"Oily, Dry, Combination, Sensitive, Acne, Aging, Eczema",Vitamin C,Easy,Strong,Effective
"Dry, Normal, Sensitive, Acne, Aging",Unknown,Easy,Light,Effective
"Oily, Dry, Combination",Unknown,Easy,Light,Ineffective
"Oily, Dry, Normal, Sensitive, Acne, Aging",retinol,Difficult,Strong,Effective
"Oily, Dry, Combination, Normal, Acne, Aging",shea butter,Easy,Light,Effective
"Normal, Sensitive, Acne",Unknown,Difficult,Light,Ineffective
"Oily, Dry, Normal, Sensitive, Acne, Aging",Retinol,Easy,Light,Effective
"Oily, Dry, Normal, Sensitive, Acne, Aging",retinol,Easy,Strong,Effective
"Oily, Dry, Normal, Sensitive, Acne, Aging",retinol,Difficult,Strong,Effective
Unknown,Unknown,Difficult,Light,Ineffective
"Oily, Dry, Normal, Sensitive, Aging",Unknown,Easy,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",Unknown,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Eczema",Unknown,Easy,Light,Effective
"Dry, Combination, Normal, Sensitive, Aging, Eczema",retinol,Easy,Light,Effective
"Dry, Acne, Aging",Unknown,Easy,Light,Effective
"Oily, Dry, Normal, Sensitive, Acne, Eczema",Unknown,Easy,Strong,Effective
Normal,Unknown,Easy,Light,Effective
"Dry, Normal, Sensitive, Aging",Unknown,Difficult,Light,Effective
"Oily, Dry, Combination, Sensitive, Acne",Unknown,Easy,Light,Effective
"Oily, Dry, Sensitive, Acne, Aging",VITAMIN C,Easy,Strong,Effective
"Normal, Aging",Unknown,Easy,Strong,Effective
"Dry, Normal, Sensitive, Aging",Unknown,Easy,Light,Effective
Unknown,Unknown,Difficult,Light,Ineffective
"Oily, Dry, Normal, Sensitive, Acne, Aging, Eczema",vitamin c,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",Unknown,Easy,Light,Effective
"Dry, Normal",Unknown,Easy,Strong,Ineffective
"Oily, Normal, Sensitive",vitamin c,Easy,Light,Ineffective
"Oily, Dry, Combination, Normal, Sensitive, Acne",Vitamin C,Easy,Light,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",vitamin C,Easy,Strong,Effective
"Oily, Dry, Sensitive, Acne, Aging",Unknown,Easy,Strong,Effective
"Oily, Dry, Combination, Sensitive, Acne, Aging",Unknown,Easy,Light,Effective
"Dry, Normal, Sensitive, Acne, Aging, Eczema",Unknown,Easy,Strong,Effective
"Dry, Sensitive, Aging",Unknown,Difficult,Light,Ineffective
Unknown,Unknown,Difficult,Light,Ineffective
"Oily, Dry, Combination, Sensitive, Acne, Aging, Eczema",Unknown,Easy,Strong,Effective
Unknown,Unknown,Difficult,Light,Ineffective
"Dry, Combination, Normal, Sensitive, Acne, Aging",Unknown,Easy,Strong,Effective
Dry,Unknown,Easy,Strong,Ineffective
"Dry, Combination, Sensitive, Acne, Aging, Eczema",vitamin C,Easy,Light,Ineffective
"Oily, Dry, Combination, Sensitive, Acne, Aging",retinol,Easy,Strong,Effective
"Oily, Dry, Combination, Sensitive, Aging",Vitamin C,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging",Unknown,Easy,Strong,Effective
"Oily, Dry, Combination, Sensitive, Acne, Aging",Unknown,Easy,Strong,Effective
"Dry, Combination, Normal, Sensitive, Acne, Aging",retinol,Difficult,Strong,Effective
"Dry, Sensitive, Aging",hyaluronic acid,Difficult,Light,Effective
"Oily, Dry, Sensitive, Acne, Aging",hyaluronic acid,Easy,Light,Effective
"Dry, Sensitive, Acne, Aging",Unknown,Easy,Light,Effective
"Oily, Dry, Sensitive, Acne",Unknown,Easy,Light,Effective
"Oily, Dry, Combination, Sensitive, Acne, Aging",retinol,Easy,Strong,Effective
"Dry, Normal, Sensitive, Aging",Unknown,Difficult,Light,Effective
"Oily, Dry, Combination, Sensitive, Aging",Unknown,Easy,Strong,Effective
"Dry, Combination, Sensitive, Aging",Unknown,Easy,Light,Effective
"Normal, Sensitive",Unknown,Easy,Light,Effective
"Oily, Dry, Normal, Sensitive, Acne, Aging, Eczema",retinol,Easy,Strong,Effective
"Oily, Dry, Combination, Normal, Sensitive, Acne, Aging, Eczema",vitamin C,Easy,Light,Effective
"Dry, Normal, Sensitive, Acne, Aging",Unknown,Easy,Light,Effective
